LA,Ofsted URN,URN
Leeds,EY560522,627524
Leeds,EY543477,627526
Leeds,2570096,627527
Leeds,RA000316,627530
Leeds,2567071,627531
Leeds,2572444,627533
Leeds,320280,627536
Leeds,EY346555,627538
Leeds,EY280419,627540
Leeds,2561059,627541
Leeds,RA000447,627545
Leeds,2538771,627546
Leeds,RA000121,627547
Leeds,EY277129,627550
Leeds,2554179,627551
Leeds,2535351,627553
Leeds,2587561,627555
Leeds,2583631,627556
Leeds,2593199,627557
Leeds,RA000320,627560
Leeds,2563312,627564
Leeds,RA000626,627565
Leeds,2563014,627567
Leeds,320235,627572
Leeds,EY494747,627574
Leeds,2547442,627575
Leeds,2613122,627576
Leeds,RA000669,627578
Leeds,2616342,627585
Leeds,2567312,627586
Leeds,2621514,627587
Leeds,2624652,627588
Leeds,2622981,627592
Leeds,2513763,627594
Leeds,EY302493,627595
Leeds,EY465880,627596
Leeds,2635646,627601
Leeds,320035,627606
Leeds,EY415095,627607
Leeds,2657948,627608
Leeds,RA000302,627609
Leeds,RA000788,627610
Leeds,2668767,627615
Leeds,2602272,627616
Leeds,2671485,627619
Leeds,2573309,627622
Leeds,EY424811,627627
Leeds,RA001052,627629
Leeds,EY219683,627631
Leeds,2663275,627635
Leeds,2681531,627636
Leeds,2670422,627639
Wakefield,2649957,627674
Wakefield,CA000015,627678
Wakefield,EY364727,627686
Wakefield,EY288597,627689
Wakefield,EY436005,627690
Wakefield,2619473,627691
Wakefield,EY387514,627692
Wakefield,EY375962,627693
Wakefield,CA000015,627697
Wakefield,EY296232,627699
Wakefield,EY394596,627701
Wakefield,EY244971,627702
Wakefield,EY339898,627704
Wakefield,EY443877,627705
Wakefield,EY369626,627710
Wakefield,EY344483,627713
Wakefield,EY414189,627714
Wakefield,EY320106,627716
Wakefield,EY350654,627719
Wakefield,2691879,627721
Wakefield,EY100245,627722
Wakefield,EY407068,627723
Wakefield,EY466950,627732
Wakefield,EY369272,627735
Wakefield,321896,627736
Wakefield,EY452621,627737
Wakefield,321887,627739
Wakefield,EY435920,627740
Wakefield,EY375977,627741
Wakefield,321841,627742
Wakefield,EY319237,627745
Wakefield,EY462475,627746
Wakefield,CA000015,627747
Wakefield,2650139,627759
Wakefield,321883,627760
Wakefield,EY283337,627763
Wakefield,EY469415,627765
Wakefield,EY280861,627777
Wakefield,EY385660,627779
Wakefield,EY357754,627782
Wakefield,321755,627783
Wakefield,321834,627784
Wakefield,EY493051,627796
Wakefield,322033,627805
Wakefield,EY484694,627809
Wakefield,502940,627810
Wakefield,EY477473,627812
Wakefield,321936,627813
Wakefield,EY254526,627814
Wakefield,EY388376,627816
Wakefield,EY468033,627821
Wakefield,CA000015,627822
Wakefield,EY498971,627823
Wakefield,EY453791,627831
Wakefield,EY496138,627832
Wakefield,EY462384,627838
Wakefield,321916,627839
Wakefield,EY405361,627840
Wakefield,CA000015,627845
Wakefield,321821,627851
Wakefield,EY457252,627853
Wakefield,EY411419,627855
Wakefield,EY541664,627859
Wakefield,EY349106,627863
Wakefield,EY490671,627864
Wakefield,EY402168,627866
Wakefield,321811,627867
Wakefield,321785,627871
Wakefield,EY544595,627874
Wakefield,EY269619,627875
Wakefield,321918,627878
Wakefield,EY446735,627879
Wakefield,EY453534,627881
Wakefield,EY550354,627885
Wakefield,EY497367,627886
Wakefield,EY425388,627887
Wakefield,321976,627890
Wakefield,EY385318,627892
Wakefield,EY475382,627893
Wakefield,EY423216,627894
Wakefield,EY415326,627897
Wakefield,EY500724,627899
Wakefield,EY440605,627908
Wakefield,EY434627,627911
Wakefield,322001,627917
Wakefield,EY545574,627920
Wakefield,EY500252,627923
Wakefield,EY277212,627925
Wakefield,EY545968,627927
Wakefield,EY448980,627931
Wakefield,EY542992,627932
Wakefield,EY547822,627934
Wakefield,EY554481,627935
Wakefield,EY546825,627936
Wakefield,CA000015,627938
Wakefield,EY551241,627943
Wakefield,EY558354,627944
Wakefield,EY539664,627948
Wakefield,EY438823,627949
Wakefield,321866,627952
Wakefield,2504847,627953
Wakefield,EY555438,627956
Wakefield,CA000015,627957
Wakefield,CA000015,627958
Wakefield,EY364888,627959
Wakefield,2515757,627960
Wakefield,2544133,627961
Wakefield,EY553565,627963
Wakefield,2559890,627970
Gateshead,EY446670,627976
Gateshead,EY396029,627981
Gateshead,EY438941,627994
Gateshead,EY462907,627999
Gateshead,EY438911,628009
Gateshead,311636,628012
Gateshead,EY444509,628019
Gateshead,EY379780,628022
Gateshead,311580,628024
Gateshead,EY447127,628026
Gateshead,311704,628030
Gateshead,311762,628032
Gateshead,311657,628037
Gateshead,EY418288,628039
Gateshead,EY358223,628044
Gateshead,EY320779,628046
Gateshead,EY290297,628047
Gateshead,EY450424,628051
Gateshead,EY310510,628058
Gateshead,311786,628062
Gateshead,311659,628064
Gateshead,EY446689,628065
Gateshead,311782,628084
Gateshead,2496052,628085
Gateshead,EY419983,628092
Gateshead,EY555890,628098
Gateshead,2696600,628099
Gateshead,EY480645,628100
Gateshead,2645196,628101
Gateshead,2682673,628102
Gateshead,EY262294,628103
Newcastle upon Tyne,EY342612,628199
Newcastle upon Tyne,2516741,628204
Newcastle upon Tyne,EY301127,628208
Newcastle upon Tyne,EY268875,628213
Newcastle upon Tyne,EY430930,628216
Newcastle upon Tyne,EY259415,628218
Newcastle upon Tyne,EY312875,628220
Newcastle upon Tyne,EY396977,628221
Newcastle upon Tyne,EY450847,628229
Newcastle upon Tyne,EY436023,628237
Newcastle upon Tyne,EY405028,628238
Newcastle upon Tyne,2593245,628245
Newcastle upon Tyne,EY286644,628247
Newcastle upon Tyne,EY458334,628248
Newcastle upon Tyne,2586977,628252
Newcastle upon Tyne,2641895,628254
Newcastle upon Tyne,EY311356,628272
Newcastle upon Tyne,EY357861,628276
Newcastle upon Tyne,318983,628281
Newcastle upon Tyne,EY411886,628284
Newcastle upon Tyne,EY359301,628288
Newcastle upon Tyne,EY487959,628290
Newcastle upon Tyne,EY331534,628293
Newcastle upon Tyne,318929,628296
Newcastle upon Tyne,EY480900,628300
Newcastle upon Tyne,EY295449,628320
Newcastle upon Tyne,EY427665,628323
Newcastle upon Tyne,EY470212,628329
Newcastle upon Tyne,318847,628337
Newcastle upon Tyne,EY543586,628345
Newcastle upon Tyne,502237,628361
Newcastle upon Tyne,EY546974,628364
Newcastle upon Tyne,318928,628369
Newcastle upon Tyne,EY430991,628373
Newcastle upon Tyne,EY550867,628376
Newcastle upon Tyne,318863,628394
Newcastle upon Tyne,2531575,628395
Newcastle upon Tyne,318985,628396
North Tyneside,EY312131,628590
North Tyneside,EY297806,628596
North Tyneside,309923,628597
North Tyneside,EY339268,628600
North Tyneside,EY368805,628607
North Tyneside,EY259152,628616
North Tyneside,EY349154,628617
North Tyneside,309968,628620
North Tyneside,EY389601,628630
North Tyneside,EY411149,628635
North Tyneside,310050,628643
North Tyneside,EY457918,628647
North Tyneside,EY249001,628652
North Tyneside,310107,628654
North Tyneside,EY382256,628655
North Tyneside,EY293118,628658
North Tyneside,EY376012,628659
North Tyneside,EY235105,628662
North Tyneside,EY337429,628663
North Tyneside,309906,628668
North Tyneside,309951,628669
North Tyneside,EY383908,628670
North Tyneside,EY425903,628671
North Tyneside,EY275740,628675
North Tyneside,EY462421,628678
North Tyneside,EY314338,628679
North Tyneside,EY315316,628681
North Tyneside,EY295111,628682
North Tyneside,EY290398,628683
North Tyneside,EY471976,628687
North Tyneside,EY444169,628697
North Tyneside,EY438657,628701
North Tyneside,EY539065,628703
North Tyneside,EY449032,628704
North Tyneside,EY493785,628706
North Tyneside,EY429360,628707
North Tyneside,EY501676,628709
North Tyneside,EY412071,628722
North Tyneside,EY241543,628727
South Tyneside,312513,628755
South Tyneside,EY501248,628756
South Tyneside,EY394365,628764
South Tyneside,EY312480,628768
South Tyneside,EY270793,628774
Sunderland,EY232004,628795
Sunderland,EY446139,628807
Sunderland,EY235032,628811
Sunderland,EY300121,628816
Sunderland,305678,628820
Sunderland,EY335104,628822
Sunderland,EY384067,628830
Sunderland,EY415148,628831
Sunderland,EY469082,628832
Sunderland,EY409619,628833
Sunderland,EY401124,628838
Sunderland,EY241999,628840
Sunderland,EY390398,628842
Sunderland,EY500439,628850
Sunderland,EY407931,628851
Sunderland,EY350540,628859
Sunderland,EY443436,628863
Sunderland,EY408527,628868
Sunderland,EY497133,628872
Sunderland,EY417983,628875
Sunderland,EY449923,628876
Sunderland,EY305650,628877
Sunderland,EY305491,628878
Sunderland,EY460675,628883
Sunderland,EY314153,628888
Sunderland,EY319004,628892
Sunderland,EY270184,628896
Sunderland,EY342267,628897
Sunderland,EY410861,628898
Sunderland,EY296535,628901
Sunderland,EY545390,628902
Sunderland,EY448416,628905
Sunderland,EY536358,628908
Sunderland,EY422793,628909
Sunderland,EY260990,628910
Sunderland,EY557075,628919
Sunderland,305647,628924
Sunderland,EY562931,628925
Sunderland,305524,628926
Sunderland,EY348214,628927
Sunderland,EY289080,628935
Sunderland,2621007,628936
Sunderland,2596505,628937
Sunderland,EY548927,628939
Bath and North East Somerset,132795,628964
Bath and North East Somerset,132800,628965
Bath and North East Somerset,EY470784,628971
Bath and North East Somerset,132869,628974
Bath and North East Somerset,EY242289,628987
Bath and North East Somerset,EY256516,628990
Bath and North East Somerset,EY406294,628994
Bath and North East Somerset,EY404715,628999
Bath and North East Somerset,EY416935,629006
Bath and North East Somerset,132809,629010
Bath and North East Somerset,EY288346,629013
Bath and North East Somerset,132896,629020
Bath and North East Somerset,EY288464,629023
Bath and North East Somerset,EY400348,629028
Bath and North East Somerset,2593881,629033
Bath and North East Somerset,EY427287,629037
Bath and North East Somerset,EY368631,629041
Bath and North East Somerset,EY287185,629043
Bath and North East Somerset,EY243311,629046
Bath and North East Somerset,EY549723,629048
Bath and North East Somerset,EY470699,629053
Bath and North East Somerset,EY418902,629055
Bath and North East Somerset,155688,629059
Bath and North East Somerset,EY349218,629060
Bath and North East Somerset,EY359872,629062
Bath and North East Somerset,EY423971,629063
Bath and North East Somerset,132781,629069
Bath and North East Somerset,245406,629070
Bath and North East Somerset,EY557782,629072
Bath and North East Somerset,132888,629073
Bath and North East Somerset,EY457515,629080
Bath and North East Somerset,132901,629081
Bath and North East Somerset,2611563,629089
Bath and North East Somerset,EY290625,629092
Bath and North East Somerset,EY420192,629093
Bath and North East Somerset,EY343659,629094
Bath and North East Somerset,2695186,629098
Bath and North East Somerset,EY537539,629099
Bath and North East Somerset,EY262448,629100
Bath and North East Somerset,EY290355,629101
Bath and North East Somerset,EY434767,629108
Bath and North East Somerset,EY497556,629112
Bath and North East Somerset,EY363693,629113
Bath and North East Somerset,EY451538,629114
Bath and North East Somerset,EY553994,629115
"Bristol, City of",106441,629415
"Bristol, City of",EY399742,629445
"Bristol, City of",EY418821,629448
"Bristol, City of",EY443229,629459
"Bristol, City of",106433,629482
"Bristol, City of",EY460993,629486
"Bristol, City of",EY408548,629489
"Bristol, City of",106633,629516
"Bristol, City of",EY457211,629520
"Bristol, City of",EY448158,629523
"Bristol, City of",EY476280,629535
"Bristol, City of",EY449509,629539
"Bristol, City of",EY433515,629540
"Bristol, City of",EY339891,629541
"Bristol, City of",EY478114,629550
"Bristol, City of",136182,629558
"Bristol, City of",EY374138,629560
"Bristol, City of",EY491234,629571
"Bristol, City of",EY481876,629585
"Bristol, City of",EY479910,629586
"Bristol, City of",EY491462,629592
"Bristol, City of",EY438156,629616
"Bristol, City of",EY244554,629639
"Bristol, City of",EY468376,629641
"Bristol, City of",EY423588,629645
"Bristol, City of",EY498085,629646
"Bristol, City of",EY243369,629649
"Bristol, City of",EY299782,629669
"Bristol, City of",EY449713,629677
"Bristol, City of",EY428780,629678
"Bristol, City of",EY482098,629688
"Bristol, City of",EY494526,629695
"Bristol, City of",150703,629700
"Bristol, City of",EY490594,629705
"Bristol, City of",106527,629712
"Bristol, City of",EY445911,629713
"Bristol, City of",EY458841,629718
"Bristol, City of",EY471541,629733
"Bristol, City of",EY546931,629737
"Bristol, City of",EY417982,629740
"Bristol, City of",EY406472,629742
"Bristol, City of",EY421190,629776
"Bristol, City of",EY345434,629782
"Bristol, City of",EY542679,629783
"Bristol, City of",EY480773,629785
"Bristol, City of",EY424166,629786
"Bristol, City of",106869,629797
"Bristol, City of",EY292726,629807
"Bristol, City of",EY470693,629815
"Bristol, City of",EY495060,629817
"Bristol, City of",EY556141,629832
"Bristol, City of",EY437908,629837
"Bristol, City of",EY490480,629842
"Bristol, City of",EY276061,629850
"Bristol, City of",EY473190,629853
"Bristol, City of",EY409994,629859
"Bristol, City of",EY560036,629863
"Bristol, City of",EY554045,629876
"Bristol, City of",EY431759,629881
"Bristol, City of",EY500447,629882
"Bristol, City of",EY544122,629883
"Bristol, City of",EY398308,629894
"Bristol, City of",EY266840,629896
"Bristol, City of",EY537307,629899
"Bristol, City of",EY402386,629900
"Bristol, City of",2516177,629902
"Bristol, City of",EY555422,629904
"Bristol, City of",CA000017,629906
"Bristol, City of",EY416007,629913
"Bristol, City of",EY362916,629920
"Bristol, City of",EY385382,629924
"Bristol, City of",2559909,629928
"Bristol, City of",EY542752,629934
"Bristol, City of",EY555693,629936
"Bristol, City of",EY475259,629943
"Bristol, City of",2616119,629944
"Bristol, City of",EY557161,629948
"Bristol, City of",EY551271,629952
"Bristol, City of",EY537137,629955
"Bristol, City of",EY439273,629958
"Bristol, City of",EY492202,629965
"Bristol, City of",2620437,629966
"Bristol, City of",CA000017,629971
North Somerset,EY306488,630093
North Somerset,EY358377,630098
North Somerset,EY459893,630100
North Somerset,EY363222,630104
North Somerset,118226,630113
North Somerset,118492,630116
North Somerset,EY438544,630119
North Somerset,EY410342,630120
North Somerset,EY300477,630121
North Somerset,EY431690,630125
North Somerset,EY394874,630126
North Somerset,963928,630129
North Somerset,EY374252,630133
North Somerset,EY413831,630134
North Somerset,118413,630137
North Somerset,EY276930,630145
North Somerset,EY365437,630148
North Somerset,EY414273,630149
North Somerset,EY321415,630150
North Somerset,EY271140,630154
North Somerset,EY346618,630156
North Somerset,EY277113,630161
North Somerset,118468,630169
North Somerset,EY266467,630177
North Somerset,EY300589,630178
North Somerset,EY432195,630180
North Somerset,118359,630181
North Somerset,EY386497,630182
North Somerset,EY422598,630183
North Somerset,958826,630195
North Somerset,EY288667,630196
North Somerset,118285,630200
North Somerset,EY360504,630206
North Somerset,154706,630207
North Somerset,EY280547,630213
North Somerset,EY282391,630216
North Somerset,EY478476,630223
North Somerset,EY456085,630225
North Somerset,EY440526,630236
North Somerset,EY414864,630239
North Somerset,EY479482,630243
North Somerset,EY472332,630245
North Somerset,EY495695,630248
North Somerset,EY491534,630249
North Somerset,118363,630250
South Gloucestershire,EY342835,630580
South Gloucestershire,136449,630588
South Gloucestershire,EY453163,630595
South Gloucestershire,EY415066,630596
South Gloucestershire,EY152699,630602
South Gloucestershire,EY295729,630604
South Gloucestershire,EY364544,630612
South Gloucestershire,136276,630617
South Gloucestershire,136359,630623
South Gloucestershire,EY335694,630635
South Gloucestershire,136326,630639
South Gloucestershire,EY268545,630645
South Gloucestershire,EY487984,630652
South Gloucestershire,EY487395,630654
South Gloucestershire,EY485828,630660
South Gloucestershire,136139,630671
South Gloucestershire,EY457848,630672
South Gloucestershire,136457,630682
South Gloucestershire,EY399557,630685
South Gloucestershire,EY443545,630692
South Gloucestershire,EY482686,630697
South Gloucestershire,EY216867,630698
South Gloucestershire,EY442505,630699
South Gloucestershire,EY390995,630706
South Gloucestershire,EY450193,630711
South Gloucestershire,EY460019,630713
South Gloucestershire,EY484515,630715
South Gloucestershire,EY496637,630723
South Gloucestershire,136245,630731
South Gloucestershire,EY464059,630746
South Gloucestershire,EY536942,630759
South Gloucestershire,EY539946,630761
South Gloucestershire,EY336914,630771
South Gloucestershire,EY344341,630782
South Gloucestershire,EY545106,630784
South Gloucestershire,EY467813,630794
South Gloucestershire,EY547680,630801
South Gloucestershire,EY248501,630809
South Gloucestershire,EY491819,630817
South Gloucestershire,EY554077,630836
South Gloucestershire,EY491799,630857
South Gloucestershire,2501640,630870
South Gloucestershire,2518311,630881
South Gloucestershire,2522001,630882
South Gloucestershire,RA000110,630905
South Gloucestershire,2569880,630907
South Gloucestershire,2577317,630909
South Gloucestershire,2595875,630929
South Gloucestershire,2610766,630937
South Gloucestershire,2628425,630939
South Gloucestershire,2619551,630940
South Gloucestershire,2652570,630962
Hartlepool,EY343692,631246
Hartlepool,EY381654,631248
Hartlepool,EY382097,631249
Hartlepool,EY425475,631252
Hartlepool,EY321657,631255
Hartlepool,EY321662,631256
Hartlepool,EY288149,631264
Hartlepool,EY252819,631265
Hartlepool,EY103783,631267
Hartlepool,EY538221,631268
Hartlepool,EY448787,631269
Hartlepool,EY448803,631270
Hartlepool,EY421808,631271
Hartlepool,EY334204,631273
Hartlepool,EY429477,631275
Middlesbrough,EY476448,631300
Middlesbrough,EY384700,631306
Middlesbrough,312651,631308
Middlesbrough,EY444847,631310
Middlesbrough,312646,631311
Middlesbrough,EY473526,631321
Middlesbrough,EY101853,631338
Middlesbrough,RA000416 ,631339
Middlesbrough,EY297131,631341
Middlesbrough,RA2727714,631342
Middlesbrough,EY400013,631343
Middlesbrough,RA000799,631353
Middlesbrough,EY542002,631355
Middlesbrough,312816,631359
Middlesbrough,EY285442,631363
Middlesbrough,500949,631366
Middlesbrough,RA000059,631367
Middlesbrough,EY540305,631372
Middlesbrough,EY551741,631374
Middlesbrough,EY541143,631382
Middlesbrough,EY473043,631384
Middlesbrough,EY427091,631385
Middlesbrough,EY495451,631387
Middlesbrough,EY542590,631388
Middlesbrough,2504127,631391
Middlesbrough,RA000214,631396
Redcar and Cleveland,EY357110,631407
Redcar and Cleveland,EY347003,631418
Redcar and Cleveland,EY299728,631422
Redcar and Cleveland,EY101146,631424
Redcar and Cleveland,312782,631425
Redcar and Cleveland,EY378708,631426
Redcar and Cleveland,EY381090,631427
Redcar and Cleveland,EY291668,631430
Redcar and Cleveland,EY275307,631433
Redcar and Cleveland,312720,631435
Redcar and Cleveland,EY442001,631442
Redcar and Cleveland,EY216287,631445
Redcar and Cleveland,EY346902,631446
Redcar and Cleveland,EY431455,631449
Redcar and Cleveland,EY293625,631450
Redcar and Cleveland,EY338388,631453
Redcar and Cleveland,EY261445,631454
Redcar and Cleveland,EY243095,631455
Redcar and Cleveland,EY338416,631458
Stockton-on-Tees,EY309061,631476
Stockton-on-Tees,EY355277,631477
Stockton-on-Tees,EY398513,631479
Stockton-on-Tees,EY306826,631480
Stockton-on-Tees,EY367792,631481
Stockton-on-Tees,EY217864,631482
Stockton-on-Tees,EY452563,631485
Stockton-on-Tees,EY464209,631491
Stockton-on-Tees,EY479190,631495
Birmingham,EY444894,631498
Stockton-on-Tees,EY485977,631511
Stockton-on-Tees,EY426919,631513
Stockton-on-Tees,EY313067,631518
Stockton-on-Tees,EY341055,631519
Stockton-on-Tees,EY248599,631520
Stockton-on-Tees,EY446438,631524
Stockton-on-Tees,EY487661,631525
Stockton-on-Tees,EY377495,631529
Stockton-on-Tees,EY490327,631530
Stockton-on-Tees,EY240376,631532
Stockton-on-Tees,EY484370,631536
Stockton-on-Tees,EY275723,631540
Stockton-on-Tees,EY373504,631547
Stockton-on-Tees,EY478546,631551
Stockton-on-Tees,EY331774,631565
Stockton-on-Tees,EY538421,631576
Stockton-on-Tees,EY430219,631577
Stockton-on-Tees,EY281779,631578
Stockton-on-Tees,EY349988,631583
Stockton-on-Tees,EY538188,631584
Stockton-on-Tees,305724,631585
Stockton-on-Tees,EY435439,631591
Stockton-on-Tees,EY495471,631592
Stockton-on-Tees,EY265966,631599
Stockton-on-Tees,EY396356,631600
Stockton-on-Tees,EY495488,631608
Stockton-on-Tees,EY317006,631612
Stockton-on-Tees,EY457936,631613
Stockton-on-Tees,EY391121,631615
Stockton-on-Tees,EY267093,631616
"Kingston upon Hull, City of",EY460891,631637
"Kingston upon Hull, City of",EY306184,631639
"Kingston upon Hull, City of",503160,631641
"Kingston upon Hull, City of",EY411992,631645
"Kingston upon Hull, City of",313313,631653
"Kingston upon Hull, City of",EY351320,631655
"Kingston upon Hull, City of",EY315769,631658
"Kingston upon Hull, City of",EY390382,631662
"Kingston upon Hull, City of",EY482701,631668
"Kingston upon Hull, City of",EY313887,631676
"Kingston upon Hull, City of",EY475494,631678
"Kingston upon Hull, City of",EY381946,631681
"Kingston upon Hull, City of",EY484612,631683
"Kingston upon Hull, City of",EY482695,631684
"Kingston upon Hull, City of",313360,631687
"Kingston upon Hull, City of",EY490019,631690
"Kingston upon Hull, City of",313299,631749
"Kingston upon Hull, City of",EY555171,631754
"Kingston upon Hull, City of",EY550352,631755
"Kingston upon Hull, City of",EY288386,631757
"Kingston upon Hull, City of",EY557869,631764
"Kingston upon Hull, City of",EY556850,631771
"Kingston upon Hull, City of",EY555360,631772
"Kingston upon Hull, City of",313381,631781
"Kingston upon Hull, City of",2671059,631783
"Kingston upon Hull, City of",2675602,631785
"Kingston upon Hull, City of",0,631786
East Riding of Yorkshire,EY314459,631929
East Riding of Yorkshire,EY433627,631931
East Riding of Yorkshire,EY368267,631932
East Riding of Yorkshire,EY445510,631935
East Riding of Yorkshire,EY337475,631938
East Riding of Yorkshire,EY103716,631944
East Riding of Yorkshire,EY434317,631948
East Riding of Yorkshire,EY388738,631954
East Riding of Yorkshire,314377,631955
East Riding of Yorkshire,EY355507,631963
East Riding of Yorkshire,EY333954,631967
East Riding of Yorkshire,EY339908,631971
East Riding of Yorkshire,EY292599,631989
East Riding of Yorkshire,EY425696,632002
East Riding of Yorkshire,314449,632004
East Riding of Yorkshire,EY152441,632005
East Riding of Yorkshire,314481,632006
East Riding of Yorkshire,EY260248,632007
East Riding of Yorkshire,314537,632010
East Riding of Yorkshire,EY397055,632015
East Riding of Yorkshire,314368,632019
East Riding of Yorkshire,EY299882,632021
East Riding of Yorkshire,314460,632028
East Riding of Yorkshire,EY405261,632029
East Riding of Yorkshire,EY284189,632030
East Riding of Yorkshire,EY294383,632051
East Riding of Yorkshire,EY483011,632069
East Riding of Yorkshire,EY428190,632071
East Riding of Yorkshire,500847,632072
East Riding of Yorkshire,EY484793,632074
East Riding of Yorkshire,EY488634,632092
East Riding of Yorkshire,EY391665,632101
East Riding of Yorkshire,EY397662,632102
East Riding of Yorkshire,EY444156,632107
East Riding of Yorkshire,EY496381,632108
East Riding of Yorkshire,EY447662,632112
East Riding of Yorkshire,EY410187,632116
East Riding of Yorkshire,EY478641,632118
East Riding of Yorkshire,EY297309,632119
East Riding of Yorkshire,EY537448,632127
East Riding of Yorkshire,EY541844,632133
East Riding of Yorkshire,EY490653,632134
East Riding of Yorkshire,EY479920,632136
East Riding of Yorkshire,EY380361,632143
East Riding of Yorkshire,EY544455,632151
East Riding of Yorkshire,EY541295,632153
East Riding of Yorkshire,EY541147,632154
East Riding of Yorkshire,EY548002,632161
East Riding of Yorkshire,EY459462,632167
East Riding of Yorkshire,EY549102,632173
East Riding of Yorkshire,EY536357,632174
East Riding of Yorkshire,EY501172,632176
East Riding of Yorkshire,EY552743,632179
East Riding of Yorkshire,EY497378,632186
East Riding of Yorkshire,EY552035,632195
East Riding of Yorkshire,EY553394,632199
East Riding of Yorkshire,2514409,632215
East Riding of Yorkshire,EY563320,632218
East Riding of Yorkshire,2544743,632228
East Riding of Yorkshire,2530033,632234
East Riding of Yorkshire,2565313,632235
East Riding of Yorkshire,2519428,632237
East Riding of Yorkshire,2570496,632239
East Riding of Yorkshire,2583611,632245
East Riding of Yorkshire,2571108,632246
East Riding of Yorkshire,EY560096,632247
East Riding of Yorkshire,2591943,632248
East Riding of Yorkshire,EY235020,632249
East Riding of Yorkshire,EY539656,632254
East Riding of Yorkshire,EY419456,632257
East Riding of Yorkshire,2524129,632260
East Riding of Yorkshire,2619251,632261
East Riding of Yorkshire,2636567,632268
East Riding of Yorkshire,2637718,632269
East Riding of Yorkshire,2609322,632273
East Riding of Yorkshire,2648007,632277
East Riding of Yorkshire,2652610,632278
East Riding of Yorkshire,2669253,632282
East Riding of Yorkshire,2702921,632296
North East Lincolnshire,EY413128,632510
North East Lincolnshire,EY358044,632511
North East Lincolnshire,EY355648,632514
North East Lincolnshire,205655,632515
North East Lincolnshire,957823,632519
North East Lincolnshire,EY451342,632522
North East Lincolnshire,EY396251,632524
North East Lincolnshire,205609,632525
North East Lincolnshire,EY232164,632538
North East Lincolnshire,EY244170,632545
North East Lincolnshire,EY480765,632546
North East Lincolnshire,EY455295,632551
North East Lincolnshire,EY297761,632565
North East Lincolnshire,205662,632573
North East Lincolnshire,EY540441,632574
North East Lincolnshire,EY554226,632578
North East Lincolnshire,EY356115,632580
North East Lincolnshire,EY561345,632582
North East Lincolnshire,EY559303,632585
North East Lincolnshire,EY538723,632588
North East Lincolnshire,EY249048,632592
North East Lincolnshire,EY544797,632594
North East Lincolnshire,EY298690,632599
North East Lincolnshire,NULL,632600
North East Lincolnshire,2587967,632601
North East Lincolnshire,EY552786,632602
North East Lincolnshire,2532927,632606
North East Lincolnshire,2614387,632608
North East Lincolnshire,2596882,632610
North East Lincolnshire,2570862,632611
North East Lincolnshire,2604170,632612
North East Lincolnshire,2648080,632613
North East Lincolnshire,2638043,632615
North East Lincolnshire,2696256,632619
North East Lincolnshire,2685372,632620
North East Lincolnshire,2678109,632621
North Lincolnshire,RA001160,632711
North Lincolnshire,505178,632719
North Lincolnshire,EY313771,632720
North Lincolnshire,EY451112,632726
North Lincolnshire,EY295470,632732
North Lincolnshire,205791,632735
North Lincolnshire,EY299894,632737
North Lincolnshire,EY413007,632742
North Lincolnshire,EY271168,632764
North Lincolnshire,EY394894,632765
North Lincolnshire,EY446505,632768
North Lincolnshire,EY430251,632770
North Lincolnshire,EY431204,632773
North Lincolnshire,EY280247,632775
North Lincolnshire,EY461154,632777
North Lincolnshire,RA000915,632782
North Lincolnshire,EY217421,632786
North Lincolnshire,EY499353,632787
North Lincolnshire,505194,632789
North Lincolnshire,EY349301,632791
North Lincolnshire,EY315510,632795
North Lincolnshire,EY227069,632797
North Lincolnshire,EY493828,632798
North Lincolnshire,EY544948,632799
North Lincolnshire,EY462980,632802
North Lincolnshire,EY253874,632816
North Lincolnshire,EY560181,632819
North Lincolnshire,EY560206,632820
North Lincolnshire,RA000126,632826
North Lincolnshire,EY549851,632827
North Lincolnshire,2568543,632829
North Lincolnshire,2554278,632830
North Lincolnshire,RA361,632832
North Lincolnshire,2548874,632834
North Lincolnshire,2584157,632835
North Lincolnshire,2599212,632840
North Lincolnshire,2674075,632847
North Lincolnshire,RA1229,632849
North Yorkshire,EY225099,633003
North Yorkshire,EY252048,633004
North Yorkshire,EY387674,633005
North Yorkshire,EY453359,633006
North Yorkshire,EY306158,633007
North Yorkshire,EY413611,633010
North Yorkshire,EY290337,633018
North Yorkshire,EY431746,633020
North Yorkshire,EY392776,633022
North Yorkshire,EY419219,633033
North Yorkshire,EY350850,633035
North Yorkshire,EY446458,633040
North Yorkshire,EY283980,633048
North Yorkshire,400898,633049
North Yorkshire,EY271510,633050
North Yorkshire,EY431764,633062
North Yorkshire,EY373471,633075
North Yorkshire,401051,633090
North Yorkshire,401308,633091
North Yorkshire,EY361691,633100
North Yorkshire,EY479083,633108
North Yorkshire,EY477676,633109
North Yorkshire,EY439296,633110
North Yorkshire,EY239088,633120
North Yorkshire,EY432042,633121
North Yorkshire,EY415612,633126
North Yorkshire,EY417066,633127
North Yorkshire,EY425034,633128
North Yorkshire,EY456194,633132
North Yorkshire,EY391182,633134
North Yorkshire,EY466886,633135
North Yorkshire,EY426823,633137
North Yorkshire,EY479300,633148
North Yorkshire,EY288273,633155
North Yorkshire,EY101975,633157
North Yorkshire,EY275298,633162
North Yorkshire,EY449456,633164
North Yorkshire,400968,633165
North Yorkshire,EY465939,633167
